Lema;LlenguaOrigen;Lemes_Morfema;PluralIrregular;CatGramatical;NivellLlengua;CatSemantica
lobèlia;;;;femení;;
logar-se;;;;verb pronominal;;
long play;anglés;;;masculí;;
look;anglés;;;masculí;;
lorquià;;-ana;;adjectiu;;
lota;;;;femení;;
lotiforme;;;;adjectiu;;
LP;;;;masculí invariable;;
luminograma;;;;masculí;;
lúrex;;;;masculí;;
lusisme;;;;masculí;;
lusista;;;;masculí i femení;;
lusista;;;;adjectiu;;
lusofrancés;;-esa;;adjectiu;;
mabra;;;;femení;;
macadamitzar;;;;verb transitiu;;
macarra;;;;masculí;col·loquial;
macroampliació;;;;femení;;
macroscòpia;;;;femení;;
madalena;;;;femení;col·loquial;
maestoso;italià;;;adverbi;;
maestoso;italià;;;masculí;;
magerra;;;;femení;;
magistre;;-a;;masculí i femení;antic;
magnetofonia;;;;femení;;
magolla;;;;femení;;
magranar;;;;masculí;;
maharaja;;;;masculí;;
maharani;;;;femení;;
mahdi;;;;masculí;;
mailing;anglés;;;masculí;;
maitines;;;;femení plural;;
maixela;;;;femení;;
maixeta;;;;femení;;
malafí;;;;loc. adv. i prep.;;
malauirat;;-ada;;adjectiu;antic;
malavés;;;;masculí;;
malcaratge;;;;masculí;;
malcriança;;;;femení;;
malecó;;;;masculí;;
malfarjat;;-ada;;adjectiu;;
malfau;;;;masculí;;
malgeni;;;;adjectiu;;
malhora;;;;femení;;
malíccia;;;;femení;col·loquial;
malifet;;;;masculí;;
malignós;;-osa;;adjectiu;;
mallador;;-a;;masculí i femení;;
mallorquinitzar;;;;verb transitiu i pronominal;;
malmarrós;;-osa;;adjectiu;;
malmenjador;;-a;;adjectiu;;
malmullerar;;;;verb transitiu;;
malnascut;;-uda;;adjectiu i masculí i femení;;pejoratiu
malòrum;;;;interjecció;col·loquial;
malparlador;;-a;;adjectiu;;
malredó;;-ona;;adjectiu;;
malsentir;;;;verb transitiu;;
maltar;;;;verb transitiu;;
maltusià;;-ana;;adjectiu;;
maltusià;;-ana;;masculí i femení;;
maltusianisme;;;;masculí;;
malvore;;;;verb transitiu;;
mamela;;;;femení;col·loquial;
mamellera;;;;femení;;
mamposter;;-a;;masculí i femení;;
mamposteria;;;;femení;;
mancerina;;;;femení;;
mancomú;;;;loc. adv. s.l.;;
mandarinisme;;;;masculí;;
mandoble;;;;masculí;col·loquial;
mandràngula;;;;femení;col·loquial;
mandrinador;;-a;;masculí i femení;;
mandúrria;;;;femení;col·loquial;
manflorita;;;;masculí;col·loquial;
mangalatxa;;;;femení;;
mangalotxa;;;;femení;;
mangarrufa;;;;femení;;
manjarra;;;;femení;;
manjongar;;;;verb intransitiu;;
manó;;-ona;;adjectiu i masculí i femení;;
manobra;;;;femení;;
manota;;;;loc. verb.;;
manronada;;;;femení;;
manrubi;;;;masculí;;
mansalva;;;;loc. adv. s.l.;;
mansegar;;;;masculí;;
mante;;;;interjecció;col·loquial;
mantejador;;-a;;adjectiu i masculí i femení;;
mantida;;;;femení;;
mantinada;;;;femení;;
mantús;;-ussa;;adjectiu i masculí i femení;;
manueler;;-a;;adjectiu i masculí i femení;;
manuelet;;;;masculí;col·loquial;
manyaco;;;;masculí;;
manyo;;-a;;adjectiu i masculí i femení;col·loquial;
manyofla;;;;masculí i femení;;
manyofla;;;;femení;;
manyofleria;;;;femení;;
mapificació;;;;femení;;
mapificar;;;;verb transitiu;;
mapoteca;;;;femení;;
maquilenc;;-a;;adjectiu;;
maratha;;;;adjectiu;;
maratha;;;;masculí i femení;;
marathí;;;;masculí;;
marathí;;;;adjectiu;;
maravedí;;;;masculí;;
maravella;;;;femení;;
marbristeria;;;;femení;;
marçalí;;-ina;;adjectiu i masculí i femení;;
marçalí;;-ina;;adjectiu;;
marcionisme;;;;masculí;;
mardanejar;;;;verb intransitiu;;
marfissot;;;;masculí;;
margallar;;;;masculí;;
margemitger;;;;adjectiu i masculí;;
mariachi;castellà;;;masculí;;
mariconada;;;;femení;;pejoratiu
mariconera;;;;femení;;
mariòleg;;-òloga;;masculí i femení;;
marisqueig;;;;masculí;;
marisquer;;-a;;adjectiu;;
marisquer;;-a;;masculí i femení;;
marjor;;;;masculí;;
marmitako;basc;;;masculí;;
marmoritzar;;;;verb transitiu;;
maromer;;-a;;masculí i femení;;
marquista;;;;masculí i femení;;
marraixera;;;;femení;;
marraixeta;;;;femení;;
marranet;;;;masculí;;
marreguera;;;;femení;;
marrir;;;;verb transitiu;;
marrir;;;;verb pronominal;;
marroc;;;;masculí;;
marroc;;;;adjectiu;antic;
marsalí;;-ina;;adjectiu i masculí i femení;;
marsalí;;-ina;;adjectiu;;
marsalí;;-ina;;masculí;;
marsellet;;;;masculí;;
martafallar;;;;verb transitiu;;
martellejador;;-a;;adjectiu;;
martre;;;;masculí i femení;antic;
mascletà;;;-aes;femení;col·loquial;
masoca;;;;adjectiu i masculí i femení;col·loquial;
masquerada;;;;femení;;
masquerat;;-ada;;adjectiu;;
masquereta;;;;femení;;
masquerot;;;;masculí;;
massapaner;;-a;;masculí i femení;;
masset;;;;masculí;;
mastegable;;;;adjectiu;;
mastegadís;;-issa;;adjectiu;;
màstil;;;;masculí;;
mastodontoide;;;;masculí plural;;
mastodontoide;;;;masculí singular;;
matacanar;;;;verb transitiu;;
mataconills;;;;femení invariable;;
mata-degolla;;;;loc. adv.;;
matafrares;;;;masculí invariable;;
matapersones;;;;masculí invariable;;
mata-sethòmens;;;;masculí invariable;;
matavells;;;;masculí invariable;;
matejar;;;;verb intransitiu;;
matematisme;;;;masculí;;
maternologia;;;;femení;;
matinejador;;-a;;adjectiu;;
matissa;;;;femení;;
matissal;;;;masculí;;
matraquejar;;;;verb transitiu;col·loquial;
matrical;;;;adjectiu;;
matrització;;;;femení;;
matritzar;;;;verb transitiu;;
matxinar;;;;verb transitiu;;
mauellà;;-ana;;adjectiu i masculí i femení;;
mauellà;;-ana;;adjectiu;;
mauló;;-ona;;adjectiu;;
mealla;;;;femení;;
mecanoteràpic;;-a;;adjectiu;;
medicinar;;;;verb transitiu;antic;
medició;;;;femení;;
medievalitat;;;;femení;;
mediocris;;;;adjectiu invariable;;
medir;;;;verb transitiu;;
mefla;;;;femení;col·loquial;
megàmetre;;;;masculí;;
megaòhmetre;;;;masculí;;
mehari;;;;masculí;;
meigo;;-a;;masculí i femení;;
mel·lifluïtat;;;;femení;;
melanorràgia;;;;femení;;
melenut;;-uda;;adjectiu;;
meliquera;;;;femení;;
meliquisme;;;;masculí;;
mellat;;-ada;;adjectiu;;
melonada;;;;femení;;
ménage à trois;francés;;;masculí invariable;;
mendaç;;;;adjectiu i masculí i femení;;
menejós;;-osa;;adjectiu;;
menesterós;;-osa;;adjectiu i masculí i femení;;
menestra;;;;femení;;
menjablanc;;;;masculí;;
menjuga;;;;femení;col·loquial;
menostàsia;;;;femení;;
mensualitzar;;;;verb transitiu;;
mentirons;;;;masculí plural;;
mèntul;;-a;;adjectiu;;
menudències;;;;femení plural;;
menxevisme;;;;masculí;;
mercolat;;;;masculí;;
mercolí;;-ina;;masculí i femení;;
merdolaire;;;;masculí i femení;col·loquial;
merdufall;;-a;;masculí i femení;col·loquial;
merdusca;;;;femení;vulgar;
mereiximent;;;;masculí;;
merlanxa;;;;femení;;
merlo;;;;adjectiu i masculí;;
mesclor;;;;femení;;
mesellia;;;;femení;antic;
mesellisme;;;;masculí;;
mesocec;;;;masculí;;
mesogasteròpode;;;;masculí plural;;
mesogasteròpode;;;;masculí singular;;
mesonot;;;;masculí;;
mesorrí;;-ina;;adjectiu i masculí i femení;;
messinés;;-esa;;adjectiu i masculí i femení;;
messinés;;-esa;;adjectiu;;
metabiosi;;;;femení;;
metabologia;;;;femení;;
metàfit;;;;masculí singular;;
metàfit;;;;masculí plural;;
metal·litzador;;-a;;adjectiu;;
metal·litzador;;-a;;masculí;;
metatom;;;;masculí;;
metical;;;;masculí;;
metreta;;;;femení;;
metrorrea;;;;femení;;
metxó;;;;masculí;;
metxonar;;;;verb transitiu;;
mèu-mèu;;;;loc. adv. s.l.;;
mèu-mèu;;;;loc. adv.;;
mezzo;italià;;;femení;;
miàlgic;;-a;;adjectiu;;
miatròfia;;;;femení;;
micaesquist;;;;masculí;;
micarró;;-ona;;masculí i femení;col·loquial;
micònim;;;;masculí;;
miconímia;;;;femení;;
micòria;;;;femení;;
micorro;;;;masculí;col·loquial;
microbacteri;;;;masculí;;
micròbic;;-a;;adjectiu;;
microcidina;;;;femení;;
microcòs;;;-ossos;masculí;;
microflora;;;;femení;;
microgravetat;;;;femení;;
micromecànica;;;;femení;;
micromuntatge;;;;masculí;;
micropertita;;;;femení;;
microprogramació;;;;femení;;
micropropulsor;;;;masculí;;
microsísmic;;-a;;adjectiu;;
microsismicitat;;;;femení;;
microsociològic;;-a;;adjectiu;;
microvat;;;;masculí;;
microvolt;;;;masculí;;
microwatt;;;;masculí;;
mielomalàcia;;;;femení;;
migcentre;;;;masculí i femení;;
migciment;;;;masculí;;
migjornenc;;-a;;adjectiu;;
migtruncat;;;;adjectiu;;
mil·lennal;;;;adjectiu;;
militaritzable;;;;adjectiu;;
mimodrama;;;;masculí;;
mimolette;francés;;;femení;;
mimologisme;;;;masculí;;
minament;;;;masculí;;
minicàmera;;;;femení;;
minicrèdit;;;;masculí;;
minifalder;;-a;;adjectiu;;
minipantalla;;;;femení;;
minipímer;;;;femení;;
minitransvasament;;;;masculí;;
minitrinquet;;;;masculí;;
minsar-se;;;;verb pronominal;;
minvador;;-a;;adjectiu;;
miocardioesclerosi;;;;femení;;
mioelèctric;;-a;;adjectiu;;
miorelaxant;;;;adjectiu i masculí;;
miquiua;;;;femení;col·loquial;
miraflorí;;-ina;;adjectiu i masculí i femení;;
miraflorí;;-ina;;adjectiu;;
mirialitre;;;;masculí;;
mirmecocòria;;;;femení;;
miró;;-ona;;adjectiu i masculí i femení;;
miró;;-ona;;masculí i femení;;
misperit;;;;masculí;;
mistacocàride;;;;masculí plural;;
mistacocàride;;;;masculí singular;;
mitadat;;-ada;;adjectiu;;
mitadenc;;-a;;adjectiu;;
mitan;;;;loc. prep.;col·loquial;
mitjolet;;;;masculí;;
mitó;;;;femení;;
mitocrítica;;;;femení;;
mitxelí;;;;masculí;col·loquial;
miura;;;;adjectiu i masculí;;
mixedematós;;-osa;;adjectiu;;
mixedematós;;-osa;;adjectiu i masculí i femení;;
mobbing;anglés;;;masculí;;
mobila;;;;femení;;
mocadorà;;;-aes;femení;col·loquial;
mocadura;;;;femení;;
mocarrada;;;;femení;;
modo;;;;masculí;;
modo;;;;masculí plural;;
modós;;-osa;;adjectiu;;
modositat;;;;femení;;
mofla;;;;femení;;
mogòlic;;-a;;adjectiu;;
moisés;;;;masculí;;
moksa;;;;masculí;;
mol·lificable;;;;adjectiu;;
molatenc;;-a;;adjectiu i masculí i femení;;
molitjaire;;-a;;adjectiu i masculí i femení;;
molitjaire;;-a;;adjectiu;;
mollonera;;;;femení;;
mollós;;-osa;;adjectiu;;
momet;;;;masculí;;
momo;;;;masculí;;
momo;;;;masculí plural;;
monàcid;;-a;;adjectiu;;
monaxònide;;;;masculí plural;;
monaxònide;;;;masculí singular;;
monçónega;;;;femení;antic;
mondar;;;;verb transitiu;;
mondiu;;;;loc. verb.;;
mondonguer;;-a;;masculí i femení;;
mondonguilla;;;;femení;;
mondroll;;;;masculí;;pejoratiu
monfara;;;;femení;;
monipodi;;;;masculí;antic;
monobenzil;;;;masculí;;
monofonemàtic;;-a;;adjectiu;;
monogàmic;;-a;;adjectiu;;
monosòdic;;;;adjectiu s.l.;;
monòstrof;;-a;;adjectiu;;
monsényer;;;;masculí;antic;
montanya;;;;femení;;
montanyenc;;-a;;adjectiu i masculí i femení;;
montanyisme;;;;masculí;;
montanyista;;;;masculí i femení;;
montavernerí;;-ina;;adjectiu i masculí i femení;;
montera;;;;femení;;
montforter;;-a;;adjectiu i masculí i femení;;
mont-ralenc;;-a;;adjectiu i masculí i femení;;
mont-ralenc;;-a;;adjectiu;;
mont-rasenc;;-a;;adjectiu i masculí i femení;;
mont-rasenc;;-a;;adjectiu;;
mont-rogenc;;-a;;adjectiu i masculí i femení;;
mont-rogenc;;-a;;adjectiu;;
monyaco;;;;masculí;;pejoratiu
monyera;;;;femení;;
monyiquera;;;;femení;;
monyut;;-uda;;adjectiu;;
mopa;;;;femení;;
moquet;;;;masculí;;
moquita;;;;femení;;
moquita;;;;locució;;
morbilitat;;;;femení;;
morenesa;;;;femení;;
morfissot;;;;masculí;;
morgó;;;;masculí;;
morgonal;;;;masculí;;
morgonar;;;;verb transitiu;;
morgue;francés;;;femení;;
moroti;;;;masculí;;
morquerol;;;;masculí;;
morradora;;;;femení;;
morregal;;;;masculí;col·loquial;
morse;;;;masculí;;
mortificament;;;;Masculí;;
mortina;;;;adjectiu s.l.;;
mortinatalitat;;;;femení;;
morulla;;;;femení;;
morunal;;;;masculí;;
moscardó;;;;masculí;;
moscovi;;;;masculí;;
mostejar;;;;verb intransitiu;;
moter;;-a;;adjectiu i masculí i femení;;
moteró;;;;masculí;;
motobolquet;;;;masculí;;
motxiller;;-a;;masculí i femení;;
movedor;;-a;;adjectiu i masculí i femení;;
movedor;;-a;;adjectiu;;
muc;;;;locució;;
mudador;;-a;;adjectiu;;
muix;;;;interjecció;;
muladita;;;;adjectiu i masculí i femení;;
mullerable;;;;adjectiu;;
multidisciplinar;;;;adjectiu;;
multifuncionalitat;;;;femení;;
multinucleat;;-ada;;adjectiu;;
multípede;;;;adjectiu;;
multiradicular;;;;adjectiu;;
multivàlvules;;;;adjectiu invariable;;
multiviatge;;;;adjectiu invariable;;
mumerota;;;;femení;;
múmfula;;;;femení;;
mumo;;;;masculí;;
mumorota;;;;femení;;
mundialitzar;;;;verb transitiu i pronominal;;
muntanyar;;;;masculí;;
muntonera;;;;femení;;
munyeira;;;;femení;;
murrier;;-a;;adjectiu;;
murrissà;;;;masculí;;
muscívor;;-a;;adjectiu;;
museria;;;;femení;;
musicació;;;;femení;;
mutilador;;-a;;adjectiu;;
mútul;;;;masculí;;
muu;;;;onomatopeia i masculí;;
n;;;;femení;;
nabada;;;;femení;;
nabar;;;;masculí;;
nabejar;;;;verb intransitiu;;
naber;;-a;;masculí i femení;;
nafa;;;;femení;;
naiximent;;;;masculí;;
nalidíxic;;;;adjectiu s.l.;;
nanolitre;;;;masculí;;
narcosala;;;;femení;;
narcotitzador;;-a;;adjectiu;;
narratorial;;;;adjectiu;;
nasciturus;llatí;;;masculí invariable;;
natàtil;;;;adjectiu;;
nature;francés;;;adjectiu s.l.;;
nàufreg;;-a;;adjectiu i masculí i femení;;
navaixa;;;;femení;;
navaixada;;;;femení;;
ne;;;;pronom;;
neandertaloide;;;;adjectiu;;
necròlatra;;;;adjectiu i masculí i femení;;
necròpsic;;-a;;adjectiu;;
nefèlion;;;;masculí;;
nefelopia;;;;femení;;
nefroangioesclerosi;;;;femení;;
nefroesclerosi;;;;femení;;
negrús;;-ussa;;adjectiu;;
neoexpressionista;;;;masculí i femení;;
neoexpressionista;;;;adjectiu;;
neogasteròpode;;;;masculí plural;;
neogasteròpode;;;;masculí singular;;
neoluddisme;;;;masculí;;
neoluddista;;;;masculí i femení;;
neoluddista;;;;adjectiu;;
neomalthusià;;-ana;;adjectiu;;
neomalthusià;;-ana;;masculí i femení;;
neonatològic;;-a;;adjectiu;;
neornite;;;;masculí plural;;
neornite;;;;masculí singular;;
nepotista;;;;adjectiu;;
neroli;;;;masculí;;
nerviació;;;;femení;;
nerviar;;;;verb transitiu;;
netejó;;;;masculí;;
neuropatòleg;;-òloga;;masculí i femení;;
neutronogràfic;;-a;;adjectiu;;
nevarsar;;;;verb intransitiu;;
nevasquejar;;;;verb intransitiu;;
nevassar;;;;verb intransitiu;;
nevassejar;;;;verb intransitiu;;
nialada;;;;femení;;
niauli;;;;masculí;;
nic;;;;masculí;;
nidar;;;;verb intransitiu;;
niellador;;-a;;masculí i femení;;
nightclub;anglés;;;masculí;;
nihoni;;;;masculí;;
niquelable;;;;adjectiu;;
níspola;;;;femení;;
nitrofuran;;;;masculí;;
nitrogenació;;;;femení;;
niuatxada;;;;femení;;
niuer;;;;masculí;;
niueret;;;;masculí;;
nivellar;;;;verb transitiu;;
nobel;;;;masculí;;
nobel;;;;masculí i femení;;
no-bel·ligerant;;;;adjectiu;;
noctilucina;;;;femení;;
noctovisió;;;;femení;;
nodo;;;;masculí;;
no-linealitat;;;;femení;;
nomadització;;;;femení;;
nomenclatural;;;;adjectiu;;
nomoblides;;;;masculí invariable;;
nomós;;;-ossos;masculí;;
non;;;;masculí invariable;infantil;
non;;;;loc. verb.;;
non;;;;locució;;
nono;;;;masculí invariable;infantil;
nono;;;;loc. verb.;;
noquejador;;-a;;adjectiu i masculí i femení;;
norantó;;-ona;;adjectiu i masculí i femení;;
nordestejar;;;;verb intransitiu;;
nordoestejar;;;;verb intransitiu;;
nòria;;;;femení;;
norita;;;;femení;;
nosencèfal;;-a;;adjectiu i masculí i femení;;
no-sé-què;;;;masculí invariable;;
nota bene;llatí;;;loc. orac.;;
nouveau;francés;;;locució;;
novatada;;;;femení;;
novator;;-a;;masculí i femení;;
novial;;;;adjectiu;;
novial;;;;masculí;;
noviances;;;;femení plural;;
noviatge;;;;masculí;;
nuguet;;;;masculí;col·loquial;
null;;-a;;adjectiu;antic;
numantinisme;;;;masculí;;
numinós;;-osa;;adjectiu;;
núvola;;;;femení;;
nyaular;;;;verb intransitiu;;
nyespla;;;;femení;;
nyespra;;;;femení;;
nyespro;;;;masculí;;
nyéstol;;;;masculí;;
nyigui-nyogui;;;;loc. adj.;;
nyim-nyam;;;;masculí i femení;;
nyiquitós;;-osa;;adjectiu;;
nyítols;;;;masculí plural;;
nylon;anglés;;;masculí;;
nyofla;;;;femení;col·loquial;
obedir;;;;verb transitiu i intransitiu;col·loquial;
obrecotxes;;;;masculí i femení invariable;;
obstaculista;;;;masculí i femení;;
obstructor;;-a;;adjectiu;;
obstruïble;;;;adjectiu;;
obte;;;;masculí;antic;
obtenible;;;;adjectiu;;
ocascle;;;;masculí;;
ocrodèrmia;;;;femení;;
octaveta;;;;femení;;
octavilla;;;;femení;;
oculat;;-ada;;adjectiu;;
ocupament;;;;Masculí;;
odòmetre;;;;masculí;;
odontorràgia;;;;femení;;
odontotècnia;;;;femení;;
odorífic;;-a;;adjectiu;;
ofegamenta;;;;femení;col·loquial;
ofertar;;;;verb transitiu;;
off;anglés;;;masculí;;
offside;anglés;;;masculí;;
ofidiofòbia;;;;femení;;
òfsai;;;;masculí;;
oganessó;;;;masculí;;
oleaci;;-àcia;;adjectiu;;
oleaci;;-àcia;;femení singular;;
oleaci;;-àcia;;femení plural;;
oliositat;;;;femení;;
olivícola;;;;adjectiu;;
olorina;;;;femení;;
omagra;;;;femení;;
omagua;;;;masculí i femení;;
ombicíl·lid;;;;masculí plural;;
ombicíl·lid;;;;masculí singular;;
ombrió;;;;masculí;;
omentitis;;;;femení invariable;;
omplidor;;-a;;adjectiu;;
omplidor;;-a;;masculí;;
omsnenc;;-a;;adjectiu i masculí i femení;;
omsnenc;;-a;;adjectiu;;
onanístic;;-a;;adjectiu;;
oncografia;;;;femení;;
oncoratolí;;;;masculí;;
onejador;;-a;;adjectiu;;
onolatria;;;;femení;;
onomatopoesi;;;;femení;;
onós;;-osa;;adjectiu;;
ontologista;;;;adjectiu;;
ontologista;;;;masculí i femení;;
onubense;;;;masculí i femení;;
onubense;;;;adjectiu;;
onubense;;;;adjectiu i masculí i femení;;
operositat;;;;femení;;
opondre;;;;verb transitiu i pronominal;col·loquial;
opositiflora;;;;adjectiu i femení;;
opositifoliat;;-ada;;adjectiu;;
opost;;-a;;adjectiu;;
oprobiar;;;;verb transitiu;;
ops;;;;masculí;antic;
ops;;;;loc. prep.;antic;
optimist;;;;masculí;;
oradejar;;;;verb intransitiu;;
orai;;;;masculí;;
oranés;;-esa;;adjectiu i masculí i femení;;
oranés;;-esa;;adjectiu;;
orça;;;;femení;;
orellanenc;;-a;;adjectiu i masculí i femení;;
orellanenc;;-a;;adjectiu;;
orellejar;;;;verb intransitiu;;
orendella;;;;femení;;
orengar;;;;masculí;;
orensà;;-ana;;adjectiu i masculí i femení;;
orensà;;-ana;;adjectiu;;
oribí;;;;masculí;;
orifany;;;;masculí;antic;
orige;;;orígens;masculí;col·loquial;
orinquejar;;;;verb transitiu;;
oriònides;;;;femení plural;;
ornitònim;;;;masculí;;
ornitonímia;;;;femení;;
orniture;;;;masculí;;
oronada;;;;femení;;
oronal;;;;masculí;;
orsera;;;;femení;;
ort;;;;masculí;;
ortodoncista;;;;masculí i femení;;
ortoplàstia;;;;femení;;
osades;;;;loc. adv.;;
òscar;;;;masculí;;
oscense;;;;adjectiu i masculí i femení;;
oscense;;;;adjectiu;;
osqueal;;;;adjectiu;;
ossell;;;;masculí;;
ossenc;;-a;;adjectiu;;
ossiforme;;;;adjectiu;;
ossobuco;;;;masculí;;
ostàlgic;;-a;;adjectiu;;
osteàlgic;;-a;;adjectiu;;
osteoartritis;;;;femení invariable;;
osteoesclerosi;;;;femení;;
osteogenètic;;-a;;adjectiu;;
ostricultor;;-a;;masculí i femení;;
ostricultura;;;;femení;;
otàlgic;;-a;;adjectiu;;
otoba;;;;femení;;
otoencefalitis;;;;femení invariable;;
otoesclerosi;;;;femení;;
otorino;;;;masculí i femení;;
otxa;;;;masculí;;
ouer;;-a;;masculí i femení;;
ovolactovegetarià;;-ana;;adjectiu i masculí i femení;;
p;;;;femení;;
pablo;;;;masculí;;
pacense;;;;adjectiu i masculí i femení;;
pacense;;;;adjectiu;;
pacienciós;;-osa;;adjectiu;;
pacienciüt;;-üda;;adjectiu;;
pack;anglés;;;masculí;;
pagania;;;;femení;;
paidòfil;;-a;;masculí i femení;;
paidofília;;;;femení;;
paixarell;;;;masculí;;
palament;;;;masculí;;
palamoner;;-a;;adjectiu i masculí i femení;;
palamoner;;-a;;adjectiu;;
palancada;;;;femení;;
palancó;;;;masculí;;
palanganer;;;;masculí;;
palatitis;;;;femení invariable;;
palatoestafilí;;-ina;;adjectiu;;
palatofaringi;;;;adjectiu;;
palatofaringitis;;;;femení invariable;;
palatoglòs;;-ossa;;adjectiu;;
palatoplàstia;;;;femení;;
palauà;;-ana;;adjectiu i masculí i femení;;
palauà;;-ana;;adjectiu;;
palentí;;-ina;;adjectiu i masculí i femení;;
palentí;;-ina;;adjectiu;;
paleofitopatologia;;;;femení;;
paleològic;;-a;;adjectiu;;
palermità;;-ana;;adjectiu i masculí i femení;;
palermità;;-ana;;adjectiu;;
palimbaqui;;;;masculí;;
pallaressenc;;-a;;adjectiu i masculí i femení;;
pallaressenc;;-a;;adjectiu;;
palmarenc;;-a;;adjectiu i masculí i femení;;
palmarenc;;-a;;adjectiu;;
palmeral;;;;masculí;;
palmineta;;;;femení;infantil;
palmineta;;;;loc. verb.;;
palmiteria;;;;femení;;
palomar;;;;verb transitiu;;
palomar;;;;locució;;
palometat;;-ada;;adjectiu;;
palota;;;;loc. verb.;;
palpabilitat;;;;femení;;
palpella;;;;femení;;
palpentes;;;;loc. adv. s.l.;;
palpó;;-ona;;adjectiu i masculí i femení;;
palpó;;-ona;;loc. adv.;;
palpontes;;;;loc. adv. s.l.;;
paltonera;;;;femení;antic;
paltrigadissa;;;;femení;;
pamfilisme;;;;masculí;;
pamisà;;-ana;;adjectiu i masculí i femení;;
pamisà;;-ana;;adjectiu;;
pamper;;-a;;adjectiu i masculí i femení;;
pamper;;-a;;adjectiu;;
pampiniforme;;;;adjectiu;;
pamplina;;;;femení;;
pampolositat;;;;femení;;
panaché;francés;;;masculí;;
panader;;-a;;masculí i femení;;
panaderia;;;;femení;;
panartritis;;;;femení invariable;;
pancreatectomia;;;;femení;;
panderejar;;;;verb intransitiu;;
pandocada;;;;femení;col·loquial;
pandorgo;;-a;;masculí i femení;col·loquial;
paneria;;;;femení;;
panhispànic;;-a;;adjectiu;;
panimmunitat;;;;femení;;
panissó;;;;masculí;;
panormita;;;panormità;adjectiu i masculí i femení;;
panosteïtis;;;;femení invariable;;
panotitis;;;;femení invariable;;
pansell;;;;masculí;;
panser;;-a;;adjectiu;;
panser;;-a;;masculí i femení;;
pantigana;;;;femení;;
pantòfag;;-a;;adjectiu i masculí i femení;;
pantofàgia;;;;femení;;
pantofla;;;;femení;;
pantoflada;;;;femení;;
pantoflejar;;;;verb transitiu;;
pantofler;;-a;;masculí i femení;;
